epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,8909.51,0.45572,0.2624,0.89696,0.97711,0.94411,0.96549,0.8363,0.5307,0.30358,0.93546,0.000682303,0.000682303,0.000682303
181,8959.26,0.46426,0.26355,0.899,0.98081,0.94929,0.96528,0.83835,0.53562,0.32194,0.93112,0.000676802,0.000676802,0.000676802
182,9008.45,0.45769,0.25984,0.90242,0.97966,0.9467,0.96938,0.83487,0.54375,0.32312,0.92691,0.000671301,0.000671301,0.000671301
183,9057.59,0.46317,0.26316,0.90222,0.97216,0.94929,0.9701,0.84067,0.55574,0.31616,0.93947,0.0006658,0.0006658,0.0006658
184,9106.54,0.46599,0.2702,0.90387,0.97369,0.95399,0.96628,0.83103,0.55426,0.29565,0.94045,0.000660299,0.000660299,0.000660299
185,9155.61,0.45498,0.2619,0.90077,0.9672,0.95965,0.96885,0.83925,0.55344,0.3111,0.94214,0.000654798,0.000654798,0.000654798
186,9205.18,0.45706,0.26276,0.89969,0.98334,0.94702,0.9701,0.83813,0.54621,0.29214,0.93502,0.000649297,0.000649297,0.000649297
187,9254.14,0.44798,0.25661,0.89757,0.9735,0.95965,0.96492,0.8393,0.53974,0.30803,0.92667,0.000643795,0.000643795,0.000643795
188,9302.64,0.4635,0.26627,0.90475,0.97125,0.95689,0.9648,0.83907,0.54645,0.29093,0.93208,0.000638294,0.000638294,0.000638294
189,9348.5,0.44652,0.25593,0.8981,0.9657,0.95965,0.96992,0.84357,0.52831,0.28931,0.92301,0.000632793,0.000632793,0.000632793
190,9392.14,0.45513,0.25839,0.90056,0.96799,0.95706,0.96991,0.83814,0.5398,0.29181,0.93181,0.000627292,0.000627292,0.000627292
191,9435.08,0.46245,0.26006,0.89866,0.97025,0.94785,0.9652,0.83807,0.55345,0.29915,0.944,0.000621791,0.000621791,0.000621791
192,9478.54,0.45141,0.26154,0.89365,0.95753,0.96665,0.96935,0.83944,0.55289,0.29637,0.94276,0.00061629,0.00061629,0.00061629
193,9521.12,0.45579,0.26116,0.90015,0.96443,0.95447,0.96834,0.83775,0.54733,0.29771,0.93901,0.000610789,0.000610789,0.000610789
194,9563.75,0.46019,0.26311,0.90225,0.98147,0.95087,0.96654,0.83955,0.53401,0.28558,0.93547,0.000605288,0.000605288,0.000605288
195,9605.98,0.4538,0.26475,0.89888,0.97534,0.94558,0.96448,0.83957,0.54747,0.28315,0.94279,0.000599787,0.000599787,0.000599787
196,9648.32,0.4469,0.26199,0.89613,0.97471,0.9467,0.96962,0.83934,0.5448,0.29808,0.92654,0.000594286,0.000594286,0.000594286
197,9691.76,0.46106,0.26179,0.90227,0.97573,0.94929,0.96568,0.83659,0.54762,0.3102,0.93076,0.000588784,0.000588784,0.000588784
198,9737.29,0.4517,0.25769,0.89875,0.97026,0.95188,0.96454,0.83503,0.55104,0.2946,0.93914,0.000583283,0.000583283,0.000583283
199,9778.4,0.44219,0.25316,0.89457,0.98526,0.94411,0.96456,0.83989,0.54168,0.29093,0.93298,0.000577782,0.000577782,0.000577782
200,9822.44,0.45866,0.26038,0.89656,0.98631,0.94566,0.96661,0.83854,0.54257,0.29294,0.93225,0.000572281,0.000572281,0.000572281
201,9868.7,0.45126,0.2603,0.89741,0.96635,0.962,0.96985,0.83725,0.54866,0.2786,0.93765,0.00056678,0.00056678,0.00056678
202,9915.62,0.44423,0.25163,0.89923,0.98057,0.94437,0.96924,0.84183,0.54353,0.28195,0.93514,0.000561279,0.000561279,0.000561279
203,9964.9,0.44499,0.25264,0.89551,0.98218,0.93893,0.96922,0.84073,0.53623,0.28071,0.93186,0.000555778,0.000555778,0.000555778
204,10013.1,0.44592,0.25271,0.89386,0.97419,0.94929,0.96604,0.84103,0.53639,0.27767,0.9305,0.000550277,0.000550277,0.000550277
205,10058.6,0.44188,0.25289,0.8995,0.97802,0.94836,0.96542,0.83558,0.54217,0.28039,0.93255,0.000544776,0.000544776,0.000544776
206,10105.8,0.46225,0.2602,0.89906,0.98558,0.93934,0.96594,0.83818,0.539,0.27567,0.93352,0.000539275,0.000539275,0.000539275
207,10149.5,0.4469,0.24905,0.89815,0.98572,0.93796,0.969,0.84043,0.53481,0.28073,0.92661,0.000533773,0.000533773,0.000533773
208,10197.4,0.45252,0.25629,0.89606,0.98037,0.94411,0.96924,0.84166,0.53559,0.27675,0.92659,0.000528272,0.000528272,0.000528272
209,10244.9,0.44005,0.25236,0.89589,0.97171,0.95409,0.96947,0.83717,0.54836,0.28262,0.93343,0.000522771,0.000522771,0.000522771
210,10290,0.44655,0.25379,0.89156,0.97822,0.94152,0.96851,0.83825,0.54753,0.28393,0.93426,0.00051727,0.00051727,0.00051727
211,10332.1,0.44799,0.25112,0.89664,0.97497,0.95082,0.96512,0.84118,0.53937,0.29126,0.93355,0.000511769,0.000511769,0.000511769
212,10378.1,0.43783,0.24795,0.89499,0.97445,0.95332,0.96603,0.83999,0.5395,0.30462,0.93231,0.000506268,0.000506268,0.000506268
213,10421.2,0.43924,0.24861,0.89894,0.98638,0.94152,0.96695,0.83873,0.53593,0.28637,0.93084,0.000500767,0.000500767,0.000500767
214,10466.4,0.44062,0.24984,0.89311,0.98674,0.93634,0.96482,0.83334,0.53724,0.28853,0.93048,0.000495266,0.000495266,0.000495266
215,10511.6,0.44731,0.25435,0.89363,0.96926,0.95188,0.96532,0.83671,0.54405,0.29476,0.93267,0.000489765,0.000489765,0.000489765
216,10557.4,0.43922,0.25093,0.89414,0.97126,0.94867,0.96556,0.83804,0.54262,0.29203,0.93674,0.000484263,0.000484263,0.000484263
217,10603.8,0.44188,0.24867,0.89237,0.98489,0.93809,0.96471,0.84109,0.53352,0.30307,0.93526,0.000478762,0.000478762,0.000478762
218,10652.1,0.4394,0.24819,0.89344,0.98594,0.94152,0.96507,0.83884,0.53177,0.29391,0.93215,0.000473261,0.000473261,0.000473261
219,10702.8,0.43435,0.24666,0.89783,0.9878,0.94294,0.96516,0.83926,0.53141,0.2793,0.92943,0.00046776,0.00046776,0.00046776
220,10751,0.4428,0.24561,0.89014,0.97145,0.95056,0.96488,0.83744,0.54229,0.29594,0.9339,0.000462259,0.000462259,0.000462259
221,10795.6,0.44699,0.25494,0.89777,0.98278,0.94411,0.96542,0.83549,0.53913,0.30142,0.93253,0.000456758,0.000456758,0.000456758
222,10839.8,0.43063,0.24465,0.89272,0.98739,0.94152,0.96585,0.83686,0.53914,0.29676,0.93262,0.000451257,0.000451257,0.000451257
223,10884.4,0.43439,0.24542,0.88611,0.98288,0.94012,0.96548,0.83588,0.54202,0.29932,0.93344,0.000445756,0.000445756,0.000445756
224,10929,0.42928,0.24167,0.89424,0.97802,0.93858,0.96478,0.83693,0.53909,0.29696,0.93664,0.000440255,0.000440255,0.000440255
225,10971.9,0.42969,0.24112,0.88956,0.96714,0.94833,0.96481,0.83604,0.54197,0.30805,0.93888,0.000434754,0.000434754,0.000434754
226,11013.3,0.43361,0.24597,0.8881,0.97773,0.93956,0.96538,0.83488,0.54041,0.30836,0.9349,0.000429253,0.000429253,0.000429253
227,11056,0.4389,0.24653,0.8915,0.97338,0.93846,0.96482,0.83701,0.53628,0.29026,0.93307,0.000423751,0.000423751,0.000423751
228,11099.1,0.43621,0.24778,0.8904,0.96992,0.94835,0.96843,0.83877,0.53377,0.28951,0.93568,0.00041825,0.00041825,0.00041825
229,11142.9,0.43181,0.24698,0.89264,0.97647,0.94288,0.96512,0.83426,0.54091,0.27461,0.94508,0.000412749,0.000412749,0.000412749
230,11186.8,0.42537,0.24663,0.89132,0.97953,0.94281,0.96479,0.8352,0.53349,0.28559,0.93437,0.000407248,0.000407248,0.000407248
231,11230.5,0.4248,0.24449,0.89009,0.98366,0.93795,0.9657,0.83799,0.52656,0.28366,0.92897,0.000401747,0.000401747,0.000401747
232,11274.3,0.43399,0.2436,0.89101,0.98475,0.94385,0.96508,0.8379,0.52842,0.29428,0.92741,0.000396246,0.000396246,0.000396246
233,11317.7,0.43158,0.24399,0.89108,0.98456,0.94285,0.96844,0.83591,0.52034,0.28477,0.92108,0.000390745,0.000390745,0.000390745
234,11360.9,0.42808,0.2395,0.89029,0.98554,0.94246,0.96828,0.83565,0.52176,0.29055,0.92405,0.000385244,0.000385244,0.000385244
235,11404.4,0.42736,0.24314,0.89017,0.96794,0.95583,0.96526,0.83686,0.51705,0.29636,0.92477,0.000379743,0.000379743,0.000379743
236,11448,0.42682,0.24218,0.88839,0.98422,0.94341,0.96632,0.83484,0.51585,0.29422,0.92558,0.000374242,0.000374242,0.000374242
237,11491.6,0.42258,0.23783,0.88855,0.97758,0.94808,0.966,0.83518,0.51514,0.28379,0.92536,0.00036874,0.00036874,0.00036874
238,11536.2,0.4287,0.24249,0.89068,0.97172,0.95188,0.96613,0.83448,0.51582,0.28007,0.92478,0.000363239,0.000363239,0.000363239
239,11580.6,0.43374,0.24069,0.89193,0.98269,0.94315,0.96885,0.83813,0.52229,0.28464,0.92705,0.000357738,0.000357738,0.000357738
